he/devise/mails,welcome,Welcome
he/devise/mails,unlock_line2,Click the link below to unlock your account
he/devise/mails,confirm_my_account,Confirm my account
he/devise/mails,hello,Hello
he/devise/mails,confirm_through_link,You can confirm your account through the link below
he/devise/sessions,signed_out,Signed out successfully.
he/devise/sessions,signed_in,Signed in successfully.
he/devise/confirmations,confirmed,Your account was successfully confirmed. You are now signed in.
he/devise/confirmations,send_instructions,You will receive an email with instructions about how to confirm your account in a few minutes.
he/user/model,receive_notifications,Do you want to receive notifications to your email?
he/user/model,preferred_language,Preferred language
he/user/model,yes_answer,true
he/user/model,female,Female
he/user/model,gender,Gender
he/user/model,male,Male
he/user/model,birthday,Year of Birthday
he/user/model,no_answer,false
he/home/views,check_for_new_questionnaire,Check for new questionnaire
he/home/views,edit_profile,Edit profile
he/home/views,view_reports,View Reports
he/answer/model,answer_too_short,Your answer is too short. The minimum length of an answer is 10 characters.
he/answer/model,write_an_answer,You have to write an answer.
he/answer/model,select_at_least_one,You have to select at least one option.
he/answer/model,select_one_option,You have to select one of the options.
