"en/devise/views","sign_in_more","כניסה למערכת&nbsp;&nbsp;&nbsp;&#9668;"
"en/devise/views","current_password","הסיסמא הנוכחית (יש בה צורך לאישור הפעולה)"
"en/devise/views","confirm_new_password","הזן שנית את הסיסמא החדשה"
"en/devise/views","sign_up_more","הרשמה&nbsp;&nbsp;&nbsp;&#9668;"
"en/devise/views","new_password","הסיסמא החדשה (לפחות 6 תווים)"
"en/devise/views","no_unlock_instructions","לחץ לקבלת הוראות לשיחרור נעילת חשבון"
"en/devise/views","resend_unlock_instructions","שלח הוראות לשחרור נעילת חשבון"
"en/devise/views","no_confirmation_instructions","לחץ לקבלת הוראות לשיחרור חשבון"
"en/devise/views","password","סיסמא"
"en/devise/views","email","אימייל"
"en/devise/mailer","unlock_instructions","הוראות לשיחרור נעילת חשבון"
"en/devise/mailer","reset_password_instructions","הוראות לאיפוס סיסמא"
"en/devise/mailer","confirmation_instructions","הוראות לאישור חשבון"
"en/devise/unlocks","unlocked","החשבון שלך שוחרר מנעילה בהצלחה, כעת הנך מחובר למערכת"
"en/devise/unlocks","send_instructions","בעוד מספר דקות תקבל לחשבון האימייל הוראות לשיחרור נעילת חשבון"
"en/devise/registrations","destroyed","החשבון שלך בוטל!"
"en/devise/registrations","updated","עדכון החשבון עבר בהצלחה"
"en/devise/registrations","signed_up","נרשמת בהצלחה. בכדי להכנס למערכת עליך ללחוץ על הלינק לאישור באימייל שתקבל בדקות הקרובות!"
"en/devise/mails","reset_password_line1","מישהו (קרוב לודאי אתה) ביקש לשנות את הסיסמא. לביצוע השינוי עליך ללחוץ על הלינק הבא"
"en/devise/mails","unlock_my_account","שחרר את החשבון שלי מנעילה"
"en/devise/mails","reset_password_line2","אם לא ביקשת לבצע את הפעולה הזו אנא התעלם מההודעה"
"en/devise/mails","unlock_line1","חשבון שלך ננעל בעקבות נסיונות כושלים רבים להכנס למערכת"
"en/devise/mails","change_my_password","שנה את הסיסמא שלי"
"en/devise/mails","reset_password_line3","הסיסמא שלך לא תשתנה עד שתלחץ על הלינק למעלה ותיצור סיסמא חדשה"
"en/devise/mails","welcome","שלום"
"en/devise/mails","unlock_line2","לחץ על הלינר הבא לשיחרור החשבון שלך מנעילה"
"en/devise/mails","confirm_my_account","אשר את החשבון שלי"
"en/devise/mails","hello","שלום"
"en/devise/mails","confirm_through_link","אשר את החשבון בלחיצה על הלינק הבא"
"en/devise/sessions","signed_out","יצאת מהמערכת בהצלחה!"
"en/devise/sessions","signed_in","נכנסת למערכת בהצלחה!"
"en/devise/confirmations","confirmed","החשבון שלך אושר בהצלחה, כעת הינך מחובר למערכת"
"en/devise/confirmations","send_instructions","נרשמת בהצלחה. בכדי להכנס למערכת עליך ללחוץ על הלינק לאישור באימייל שתקבל בדקות הקרובות!"
"en/user/model","receive_notifications","האם ברצונך לקבל עדכונים לתיבת האימייל"
"en/user/model","preferred_language","שפה עדיפה"
"en/user/model","yes_answer","כן"
"en/user/model","female","נקבה"
"en/user/model","gender","מין"
"en/user/model","male","זכר"
"en/user/model","last_name","שם משפחה"
"en/user/model","birthday","שנת לידה"
"en/user/model","no_answer","כן"
"en/user/model","first_name","שם פרטי"
"en/home/views","not_answered","לא עניתי"
"en/home/views","answered","עניתי"
"en/home/views","check_for_new_questionnaire","בדוק האם קיים שאלון חדש"
"en/home/views","dashboard","דף הבית"
"en/home/views","title","כותרת"
"en/home/views","edit_profile","ערוך פרופיל"
"en/home/views","date","תאריך"
"en/home/views","last_10_questionnaires","עשרת השאלונים האחרונים במערכת"
"en/home/views","status","סטאטוס"
"en/home/views","view_reports","הצג דוחות"
"en/answer/model","answer_too_short","התשובה שלך קצרה מידי, המינימום הוא 10 תווים"
"en/answer/model","write_an_answer","עליך לכתוב תשובה"
"en/answer/model","select_at_least_one","עליך לבחור לפחות באפשרות אחת"
"en/answer/model","select_one_option","עליך לבחור באחת מהאפשרויות"
